id,prefectures,city,ward,town,polygon
22,京都府,京都市,下京区,上平野町,"POLYGON((135.76069622670317 34.995996141567424,135.76006228870668 34.9959984910453,135.75987091464862 34.99599920597167,135.75987106632385 34.99590344407415,135.75987254627873 34.99582959742184,135.7599457728368 34.99582966826942,135.75995494941344 34.995830059514454,135.7599560054538 34.99576030121226,135.75995038906964 34.99562492531486,135.75993246819255 34.99558530907294,135.7598643094385 34.995590105420106,135.75986850394537 34.99552412152881,135.7599426697061 34.995520956970196,135.75994704420015 34.99540046093641,135.76000727481252 34.99540098763192,135.76000781280354 34.9952167736148,135.7599854433223 34.99521806027915,135.75998637294242 34.99512818756807,135.76027701067056 34.99512713909938,135.760280217342 34.99493776026873,135.7606872376997 34.99493172672494,135.7606814650381 34.99505538965207,135.76068389124322 34.995662283206876,135.76068846237308 34.99573082016097,135.7606912265527 34.99582513000545,135.7606949029822 34.99595113547333,135.76069622670317 34.995996141567424))"
24,京都府,京都市,下京区,上珠数屋町,"POLYGON((135.7610637630758 34.992287566021886,135.76106036600137 34.99258780008627,135.76087152630066 34.99259116231033,135.76086815220518 34.99264806250589,135.76071178969298 34.99265008181029,135.76071796465735 34.992286028205385,135.7607034171019 34.99228622684599,135.76022936296272 34.99228402760227,135.7602269852695 34.99254841508559,135.75982892847244 34.99256587209674,135.75983028052292 34.99214062331113,135.7598577270507 34.992140958616034,135.7601876618917 34.9921306212098,135.76029430563958 34.99213371831629,135.7602976588675 34.992088232782095,135.76070267374016 34.99208905057124,135.7607096349545 34.99207628825158,135.76071215962955 34.99200980800459,135.76102987058414 34.992009515874244,135.76106603275565 34.99205895703176,135.7610637630758 34.992287566021886))"
25,京都府,京都市,下京区,上糀屋町,"POLYGON((135.7504753033675 34.987385562713484,135.75045376549375 34.9874118595614,135.75044892257102 34.987648211547814,135.7504657364148 34.98764824590838,135.75046031890935 34.98789023017044,135.75033822117197 34.98788903673284,135.74971349748935 34.98788292764158,135.74972245741085 34.98740019932077,135.75008361511811 34.987402538303506,135.75008698191775 34.987386036966484,135.7504753033675 34.987385562713484))"
26,京都府,京都市,下京区,上若宮町,"POLYGON((135.75631010677492 34.99416532791102,135.75631357006856 34.994339225202985,135.75637334331873 34.994341104991804,135.75637321366966 34.99434234428976,135.75639538110786 34.994342388476795,135.75639494574116 34.994489331384,135.7563081296334 34.99448721198121,135.75631487370183 34.99472989901237,135.75597416907326 34.99472252923202,135.75598036690954 34.99465985881517,135.7555714943589 34.99466066176349,135.75558481127842 34.99416099202882,135.75560802523745 34.994160897820144,135.75569458564945 34.994162690877516,135.7559713125006 34.99416387750456,135.75630696175665 34.99416532163988,135.75631010677492 34.99416532791102))"
27,京都府,京都市,下京区,上諏訪町,"POLYGON((135.75871379197403 34.995743110412036,135.75887206919018 34.9957436922949,135.75888561342643 34.995743743353145,135.75888554112217 34.99576838738077,135.75900933049536 34.99576832679719,135.759011699246 34.99599384044929,135.75865346098408 34.99599087178944,135.75852878717964 34.99598983675023,135.7585321441819 34.99576446962114,135.75853157457752 34.99574693171246,135.7585300706664 34.99569840306504,135.75851350706066 34.99569881477935,135.75851633073128 34.99552858112498,135.75871109032778 34.995529385838616,135.75871229743936 34.995566729950994,135.75871303107695 34.99562206336429,135.75871357474256 34.995663000427264,135.7587136267953 34.995666912117144,135.7587139243491 34.99572339497639,135.75871379197403 34.995743110412036))"
28,京都府,京都市,下京区,上金仏町,"POLYGON((135.75330755493744 34.99762344108929,135.75294321956784 34.99762291608778,135.75295176314026 34.9974496777513,135.75307011098883 34.9974482969377,135.75307621816472 34.99741696790343,135.75315243474972 34.9974155018806,135.75315545360237 34.99666599962399,135.7533213737334 34.996668306199346,135.75331606974657 34.996632024741594,135.75331739170957 34.99650497339943,135.7533189245661 34.99635763793909,135.75340356360817 34.996359005932476,135.75370800814855 34.99636617009966,135.75397099309134 34.99637120726211,135.75397923960674 34.996661392584976,135.75398130188833 34.99675716615943,135.75406909002425 34.996757342841335,135.75408309457816 34.99675297623272,135.75408025432 34.99735454983607,135.7540060517617 34.997354400508605,135.75400180926638 34.99743524434526,135.75407400959634 34.99743200904037,135.75407943567296 34.99762837726876,135.75370145969615 34.9976240236887,135.75330755493744 34.99762344108929))"
29,京都府,京都市,下京区,上錫屋町,"POLYGON((135.75630883140593 34.99523768304749,135.75592201270786 34.995232051222224,135.75592608799212 34.995207268242396,135.75556354817985 34.99521048775873,135.7555701732813 34.994752428675945,135.7555714943589 34.99466066176349,135.75598036690954 34.99465985881517,135.75597416907326 34.99472252923202,135.75631487370183 34.99472989901237,135.75630883140593 34.99523768304749))"
30,京都府,京都市,下京区,上長福寺町,"POLYGON((135.7487504947217 34.99812871431583,135.74875235593774 34.99823751325615,135.74875437535965 34.99835549965444,135.74875499932372 34.99839191682419,135.74875882897405 34.998616030918654,135.74876133565513 34.99876210618639,135.7482350135133 34.99879285746598,135.74805293940838 34.99880346873129,135.7480452419701 34.99877352142842,135.7480120283829 34.99813909531229,135.7479835659379 34.9975953927594,135.74834590120923 34.997585011423006,135.7483510660466 34.99755431533513,135.7487394410186 34.997551451726025,135.7487504947217 34.99812871431583))"
31,京都府,京都市,下京区,上鱗形町,"POLYGON((135.76547217317813 34.99876952719602,135.76530112729668 34.99877088948031,135.76529088887457 34.99865452156434,135.76512159872925 34.998655323519486,135.76512163834656 34.9986414487408,135.7651027391584 34.998591478842116,135.76510180446036 34.99792979580244,135.76510284257213 34.99789771281011,135.7651126052364 34.99789781359546,135.76528913498572 34.99789467363743,135.76528786239143 34.99787035887217,135.7652901069447 34.997743683795754,135.76548661032732 34.997741671802004,135.76548623825096 34.99772193654108,135.76548601557104 34.99771012747868,135.76549696329752 34.99770992309813,135.76563068818155 34.997707410054964,135.76562947916184 34.99777072307658,135.76562999250314 34.99780317954908,135.7657030816874 34.99780252086672,135.76570409489128 34.9978433378229,135.76583463370187 34.99785105397091,135.76584359689667 34.99785107113138,135.76587156299823 34.99824968109375,135.76586560353377 34.99844870268457,135.76586419223892 34.99856159821258,135.76586690504175 34.99865308941704,135.7655304059746 34.998659769574,135.76552711686432 34.99877061874083,135.76547217317813 34.99876952719602))"
32,京都府,京都市,下京区,下り松町,"POLYGON((135.75039677606944 35.00301339781744,135.75039730929504 35.00314101802782,135.75005152972557 35.003138549827035,135.75005133108502 35.00315453651843,135.7500502888807 35.003244120357934,135.7500497434975 35.003290251373016,135.75004925297685 35.003331662279635,135.75004901967353 35.003352579157564,135.7500497755057 35.00337607542843,135.7497634723221 35.003374641238125,135.7497573561196 35.00341959430874,135.74962517975138 35.00342016828939,135.74962656398367 35.00336594178554,135.74940672430796 35.00336563093584,135.74940708109503 35.00310081786531,135.7493035314652 35.00308870306806,135.74929837143867 35.00260519678452,135.749378703977 35.002603107814565,135.74938463155343 35.0024485272235,135.74977477218877 35.002455524419496,135.7497590840141 35.00265403288759,135.7501662746186 35.00265599282768,135.7501764599371 35.002658182643486,135.7502235679758 35.00265884236372,135.75022353926354 35.002668303487084,135.7502234369554 35.0027020155565,135.75022337646948 35.00272194656886,135.75005645880992 35.00271964636865,135.75005496059674 35.00284719121524,135.7503961130516 35.002851269042644,135.75039677606944 35.00301339781744))"
33,京都府,京都市,下京区,下万寿寺町,"POLYGON((135.76103737796245 34.99573213670828,135.76103135668794 34.995654371054655,135.76102939794532 34.99561408124871,135.7614510671546 34.995604552381444,135.76144983715415 34.995674697032584,135.76144449540644 34.99598168767861,135.76106222536222 34.99599467516525,135.76069622670317 34.995996141567424,135.7606949029822 34.99595113547333,135.7606912265527 34.99582513000545,135.76086114426778 34.995826413706986,135.7608603887715 34.99574722316322,135.76097574271756 34.995747806740276,135.76103733407223 34.99574798669416,135.76103737796245 34.99573213670828))"
34,京都府,京都市,下京区,下三之宮町,"POLYGON((135.76622547328623 34.98943358807155,135.76628108290274 34.9894774918333,135.76626052419522 34.9894924531638,135.76624783841183 34.9903201787995,135.76583143539824 34.99032353525118,135.7658338088097 34.9894598705075,135.76605785404112 34.989457061063476,135.76605894667668 34.98940410066335,135.76618492332966 34.98940953693653,135.76618613652062 34.98943398134244,135.76622547328623 34.98943358807155))"
35,京都府,京都市,下京区,下之町,"POLYGON((135.76520479153126 34.98685067592354,135.76489558442321 34.98683965556995,135.76467603456922 34.98682972294336,135.76429686583856 34.986820960024794,135.76384029946342 34.986818947472536,135.7638063755739 34.9868095845089,135.76375056264663 34.98677926169779,135.7633984209929 34.986783226129184,135.76291024483388 34.98679298065247,135.7626320363997 34.98679701575904,135.76262230921273 34.986668674634814,135.76262104894505 34.98664803699667,135.76260633570877 34.986407140497214,135.76259988017466 34.98630162550211,135.7625995371934 34.986153793831036,135.7625993852643 34.98608808385431,135.76274266628923 34.98567586122562,135.76274280206687 34.98557683812655,135.7636568974118 34.98561284826828,135.76436098708024 34.98563872450614,135.76512396033246 34.985654146803334,135.76539895217186 34.985650727714756,135.7657564610241 34.98564628255134,135.76601449272607 34.98565607581696,135.76604678081665 34.98687363852168,135.76559565543423 34.98686171225105,135.76550857266417 34.98685893908175,135.76532174929315 34.986853858542,135.76520479153126 34.98685067592354))"
36,京都府,京都市,下京区,下二之宮町,"POLYGON((135.76716637796815 34.99036356067694,135.76649160587434 34.990364171804636,135.7664507213104 34.990311552890155,135.76624783841183 34.9903201787995,135.76626052419522 34.9894924531638,135.76628108290274 34.9894774918333,135.76720079827442 34.98948002742473,135.7671840604934 34.989913413827004,135.76716637796815 34.99036356067694))"
37,京都府,京都市,下京区,下五条町,"POLYGON((135.74896137667795 34.99540627898957,135.74897534881575 34.99540644922712,135.74897732828177 34.99524115510481,135.74917550289743 34.99523867454722,135.74917324030355 34.99527191254451,135.74919039140926 34.996328387530106,135.74918620753482 34.99702760111948,135.74873404603795 34.99702610880428,135.74874167436803 34.996739451741945,135.74874236092876 34.996713701944486,135.74875513559442 34.99632009935235,135.74875802788867 34.996038880254375,135.7487594117281 34.99589337635454,135.74875986077265 34.9958233914945,135.7487602712755 34.99575885789649,135.74876066132944 34.99569420435686,135.74876076901722 34.99567721950517,135.74876099229687 34.99564173620726,135.74876253656512 34.99540234909974,135.74896137667795 34.99540627898957))"
38,京都府,京都市,下京区,下平野町,"POLYGON((135.7606872376997 34.99493172672494,135.760280217342 34.99493776026873,135.76028427925687 34.99469640755055,135.7600198647106 34.99469631116765,135.76002095289007 34.99465156221559,135.76006094929897 34.99465164078799,135.76006107309107 34.99460927078989,135.7599780871106 34.99460815035931,135.7599893070078 34.994182962644956,135.76013876274686 34.9941824052863,135.76028610208903 34.994181855308824,135.760678067167 34.99418037036105,135.76069400580997 34.99418033127929,135.7606872376997 34.99493172672494))"
39,京都府,京都市,下京区,下材木町,"POLYGON((135.76820260310475 34.997511730026154,135.76801870665108 34.99755589241423,135.76786581897323 34.997575463951605,135.76770967975838 34.99759545102197,135.767690576258 34.997502870466775,135.7676705467061 34.9974057806949,135.7675398636769 34.99677246713025,135.7675336659915 34.99674243301473,135.76745863347236 34.99637042554489,135.76752858846214 34.99635069695402,135.76740605123734 34.99576956593675,135.76789917274 34.99567957992774,135.76793390931766 34.99567461016204,135.7679433800424 34.9956732542725,135.76805594894032 34.99596246405338,135.76816876446773 34.99625230338191,135.76831336924448 34.996623809265756,135.76838862826415 34.99681715645043,135.76839845589066 34.99684240506084,135.76842788987227 34.99691802278059,135.76844340899214 34.996957894411686,135.76848893923807 34.997074270092575,135.76850858990178 34.997124499536135,135.76864749589785 34.997441827117356,135.76859420912788 34.99744514114719,135.76840139951014 34.99746386251742,135.76820260310475 34.997511730026154))"
40,京都府,京都市,下京区,下柳町,"POLYGON((135.75922431662266 34.9932918648087,135.75856563238415 34.993287677818365,135.75848728863284 34.99328548022975,135.75848911032924 34.99266577608605,135.75922266202423 34.99264482777877,135.7592422750944 34.992661487289254,135.7592366809947 34.99316849701533,135.75922431662266 34.9932918648087))"
41,京都府,京都市,下京区,下糀屋町,"POLYGON((135.75008698191775 34.987386036966484,135.75008361511811 34.987402538303506,135.74972245741085 34.98740019932077,135.7497232417417 34.987357964851206,135.74972938265572 34.9870266066404,135.75009732013308 34.98701742935006,135.75023181234906 34.987014112971835,135.7502286044933 34.98706312535456,135.75031931938705 34.987062361609595,135.75046404806398 34.987061142053996,135.75047445621652 34.98715666529414,135.7504753033675 34.987385562713484,135.75008698191775 34.987386036966484))"
42,京都府,京都市,下京区,下諏訪町,"POLYGON((135.75895664608376 34.99469689516144,135.7587181807397 34.99470093213368,135.75871833134 34.994649659899174,135.75854575010604 34.99465854589712,135.75854862095738 34.99431464470044,135.75855265352007 34.994314575138155,135.7585530178592 34.99429348177284,135.75856953826872 34.99429351440738,135.75857030198102 34.994183864355435,135.75860289005456 34.99418439930458,135.7586654996891 34.99418542624612,135.75925618388865 34.994186591157394,135.75926417009634 34.994687993161534,135.75898918516398 34.994683577534325,135.75895664608376 34.99469689516144))"
43,京都府,京都市,下京区,下長福寺町,"POLYGON((135.7487594117281 34.99589337635454,135.74875802788867 34.996038880254375,135.74875513559442 34.99632009935235,135.74874236092876 34.996713701944486,135.74874167436803 34.996739451741945,135.74873404603795 34.99702610880428,135.7487394410186 34.997551451726025,135.7483510660466 34.99755431533513,135.74834590120923 34.997585011423006,135.7479835659379 34.9975953927594,135.74794340758294 34.99759460586489,135.74793874347588 34.997377533362005,135.7479801001886 34.99737832272977,135.74796310400686 34.99722714661568,135.7479816991297 34.99714936069771,135.74797296382647 34.99664098325776,135.74800306539305 34.99661378953166,135.74801456003334 34.996542257054465,135.747982450928 34.99652634435493,135.74796871426966 34.996295589140466,135.74797979794775 34.99591264058472,135.748338264079 34.995904593389135,135.74833911366395 34.99589185160144,135.748354306581 34.99589190813154,135.74836305714973 34.99589192615155,135.7487594117281 34.99589337635454))"
44,京都府,京都市,下京区,下魚棚,"POLYGON((135.75212835095758 34.98894126633849,135.75150456196062 34.98892570097955,135.75083370729047 34.98891679852858,135.75083982978828 34.98871052316042,135.75123781839883 34.98871288326089,135.75213085600285 34.9887199818059,135.75212835095758 34.98894126633849))"
